CodigoLoja;Produto;CategoriaProduto;Preco;Frete;DataCompra;Vendedor;LocalCompra;AvaliacaoCompra;TipoPagamento;QuantidadeParcelas;lat;lon
3;Impressora;eletronicos;382,19;20,63;2022-02-26;Lucas Oliveira;PR;5.0;cartao_credito;3;-24.89;-51.55
3;Iniciando em programação;livros;56,90;3,56;2021-07-01;Mariana Ferreira;SP;4.0;boleto;1;-22.19;-48.79
3;Headset;eletronicos;144,76;7,99;2020-05-15;Camila Ribeiro;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Cubo mágico 8x8;brinquedos;19,23;1,56;2022-07-28;Pedro Gomes;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Assistente virtual;eletronicos;374,57;20,23;2021-12-19;Rafael Costa;RJ;1.0;cartao_credito;3;-22.25;-42.66
3;Fogão;eletrodomesticos;1.364,30;73,17;2023-01-14;Larissa Alves;SP;1.0;cartao_credito;10;-22.19;-48.79
3;Smart TV;eletronicos;2.211,99;118,47;2022-11-27;Thiago Silva;RS;5.0;boleto;1;-30.17;-53.5
3;Lava louças;eletrodomesticos;1.344,01;71,85;2021-12-27;João Souza;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Corda de pular;esporte e lazer;19,51;0,00;2021-11-04;Thiago Silva;SP;5.0;cartao_credito;6;-22.19;-48.79
3;Corda de pular;esporte e lazer;19,45;4,20;2021-09-17;Thiago Silva;MS;1.0;cartao_credito;1;-20.51;-54.54
3;Cama king;moveis;1.186,14;63,69;2021-07-21;Isabella Pereira;RJ;5.0;cartao_credito;1;-22.25;-42.66
3;Guarda roupas;moveis;649,03;35,25;2020-09-13;Lucas Oliveira;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Geladeira;eletrodomesticos;2.051,03;106,80;2020-12-19;Camila Ribeiro;BA;5.0;cupom;1;-13.29;-41.71
3;Sofá retrátil;moveis;938,11;50,23;2020-05-23;Felipe Santos;MG;5.0;boleto;1;-18.1;-44.38
3;Jogo de tabuleiro;brinquedos;150,00;8,27;2021-08-29;Mariana Ferreira;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Secadora de roupas;eletrodomesticos;1.623,78;84,05;2021-08-30;Bianca Santos;RN;5.0;cartao_credito;1;-5.81;-36.59
3;Cômoda;moveis;333,90;18,07;2021-06-10;Bruno Rodrigues;CE;1.0;cartao_credito;1;-5.2;-39.53
3;Lava louças;eletrodomesticos;1.930,23;103,47;2022-05-31;Lucas Oliveira;AL;3.0;cartao_debito;1;-9.62;-36.82
3;Guarda roupas;moveis;663,56;35,62;2021-09-20;Camila Ribeiro;RS;1.0;boleto;1;-30.17;-53.5
3;Bicicleta;esporte e lazer;406,16;22,31;2023-03-01;Bruno Rodrigues;PA;4.0;cartao_credito;6;-3.79;-52.48
3;Modelagem preditiva;livros;101,63;5,69;2021-06-07;Isabella Pereira;SP;5.0;boleto;1;-22.19;-48.79
3;Geladeira;eletrodomesticos;3.130,63;164,28;2022-02-19;Bianca Santos;RJ;5.0;cartao_credito;3;-22.25;-42.66
3;Celular ABXY;eletronicos;1.217,52;65,36;2020-10-05;Thiago Silva;SP;3.0;cartao_credito;3;-22.19;-48.79
3;Jogo de copos;utilidades domesticas;48,42;0,00;2021-03-22;Isabella Pereira;RJ;1.0;cartao_credito;3;-22.25;-42.66
3;Iniciando em programação;livros;72,17;4,13;2020-03-11;Isabella Pereira;RJ;5.0;boleto;1;-22.25;-42.66
3;Poltrona;moveis;316,26;26,84;2023-03-12;Larissa Alves;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Copo térmico;esporte e lazer;54,55;9,99;2021-03-03;Beatriz Moraes;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Bola de vôlei;esporte e lazer;76,47;10,31;2021-04-15;Camila Ribeiro;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Geladeira;eletrodomesticos;3.217,42;171,61;2022-12-20;Felipe Santos;SP;4.0;cartao_credito;8;-22.19;-48.79
3;Kit banquetas;moveis;448,68;21,48;2023-02-18;Bianca Santos;MG;1.0;cartao_credito;10;-18.1;-44.38
3;Jogo de tabuleiro;brinquedos;220,82;9,34;2020-07-30;Bruno Rodrigues;MS;5.0;cartao_credito;2;-20.51;-54.54
3;Modelagem preditiva;livros;60,34;3,50;2023-03-12;Camila Ribeiro;SP;5.0;cartao_credito;3;-22.19;-48.79
3;Bicicleta;esporte e lazer;933,18;47,27;2021-10-17;Larissa Alves;PB;3.0;cartao_credito;10;-7.28;-36.72
3;Xadrez de madeira;brinquedos;34,37;0,00;2020-02-15;Beatriz Moraes;MG;3.0;cartao_credito;1;-18.1;-44.38
3;Faqueiro;utilidades domesticas;60,31;4,86;2022-11-05;Beatriz Moraes;SP;5.0;boleto;1;-22.19;-48.79
3;Celular ABXY;eletronicos;956,99;48,54;2020-10-29;João Souza;RS;5.0;boleto;1;-30.17;-53.5
3;Cômoda;moveis;327,56;15,03;2020-02-20;João Souza;SP;5.0;boleto;1;-22.19;-48.79
3;Celular ABXY;eletronicos;1.480,18;79,34;2022-04-16;Bruno Rodrigues;SP;4.0;boleto;1;-22.19;-48.79
3;Secadora de roupas;eletrodomesticos;1.587,37;82,11;2020-02-25;Bruno Rodrigues;SP;5.0;cartao_credito;6;-22.19;-48.79
3;Sofá retrátil;moveis;818,79;44,49;2020-05-29;Mariana Ferreira;MA;3.0;cartao_credito;3;-5.42;-45.44
3;Mesa de jantar;moveis;418,25;25,43;2020-12-10;Bruno Rodrigues;PE;1.0;cartao_credito;3;-8.38;-37.86
3;Copo térmico;esporte e lazer;82,61;5,29;2022-03-24;Beatriz Moraes;SP;5.0;cartao_credito;10;-22.19;-48.79
3;Boneca bebê;brinquedos;62,37;4,01;2020-01-23;Bruno Rodrigues;MG;5.0;cartao_credito;1;-18.1;-44.38
3;Corda de pular;esporte e lazer;18,00;7,34;2021-07-03;João Souza;PR;5.0;cartao_credito;10;-24.89;-51.55
3;Ciência de dados com python;livros;96,51;6,08;2022-01-27;Thiago Silva;MT;5.0;cupom;1;-12.64;-55.42
3;Bicicleta;esporte e lazer;675,98;36,93;2022-03-25;Larissa Alves;PA;1.0;cartao_credito;2;-3.79;-52.48
3;Cama box;moveis;676,45;33,60;2021-04-12;Bruno Rodrigues;RS;5.0;boleto;1;-30.17;-53.5
3;Cama king;moveis;748,91;40,16;2021-05-05;Beatriz Moraes;RS;5.0;cartao_credito;1;-30.17;-53.5
3;Mochila;esporte e lazer;120,04;6,67;2020-02-05;Beatriz Moraes;CE;5.0;cartao_credito;2;-5.2;-39.53
3;Bicicleta;esporte e lazer;604,95;32,74;2020-11-12;Juliana Costa;SC;5.0;cartao_credito;2;-27.45;-50.95
3;Micro-ondas;eletrodomesticos;778,15;41,72;2021-05-19;Juliana Costa;BA;5.0;boleto;1;-13.29;-41.71
3;Guitarra;instrumentos musicais;1.006,18;54,11;2022-09-25;Larissa Alves;SP;4.0;cartao_credito;3;-22.19;-48.79
3;Headset;eletronicos;182,80;10,02;2021-07-24;Bianca Santos;BA;5.0;cartao_credito;3;-13.29;-41.71
3;Cômoda;moveis;449,08;21,50;2020-02-07;Isabella Pereira;RS;4.0;cartao_credito;6;-30.17;-53.5
3;Sofá retrátil;moveis;960,04;48,70;2022-03-28;Bianca Santos;RJ;1.0;cartao_credito;3;-22.25;-42.66
3;Cadeira de escritório;moveis;572,94;33,67;2020-08-06;Larissa Alves;SP;5.0;boleto;1;-22.19;-48.79
3;Dinossauro Rex;brinquedos;23,30;0,00;2020-06-15;Mariana Ferreira;SP;5.0;cartao_credito;3;-22.19;-48.79
3;Bateria;instrumentos musicais;763,44;38,24;2020-11-10;Bianca Santos;PE;4.0;cartao_credito;5;-8.38;-37.86
3;Impressora;eletronicos;477,17;22,99;2022-03-07;Larissa Alves;SP;5.0;boleto;1;-22.19;-48.79
3;Secadora de roupas;eletrodomesticos;1.325,53;68,16;2021-08-27;Camila Ribeiro;SP;4.0;cartao_credito;4;-22.19;-48.79
3;Smartwatch;eletronicos;208,92;8,71;2021-04-09;Bruno Rodrigues;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Jogo de panelas;utilidades domesticas;268,49;14,83;2021-05-01;Isabella Pereira;BA;5.0;cupom;1;-13.29;-41.71
3;Guitarra;instrumentos musicais;1.028,28;55,64;2020-07-07;Pedro Gomes;MG;4.0;cartao_credito;1;-18.1;-44.38
3;Guarda roupas;moveis;612,96;33,17;2022-08-24;Juliana Costa;RS;3.0;boleto;1;-30.17;-53.5
3;Kit banquetas;moveis;397,59;18,75;2021-09-08;Larissa Alves;SP;4.0;cartao_debito;1;-22.19;-48.79
3;Iniciando em programação;livros;60,51;0,00;2022-02-04;Larissa Alves;MT;5.0;boleto;1;-12.64;-55.42
3;Ciência de dados com python;livros;60,51;3,75;2020-07-18;Isabella Pereira;RJ;3.0;cartao_credito;2;-22.25;-42.66
3;Modelagem preditiva;livros;95,23;6,47;2021-07-09;Camila Ribeiro;SP;1.0;cartao_credito;4;-22.19;-48.79
3;Smartwatch;eletronicos;286,10;12,82;2022-05-31;Rafael Costa;MG;5.0;cartao_debito;1;-18.1;-44.38
3;Smartwatch;eletronicos;231,72;9,92;2023-01-14;Juliana Costa;MG;5.0;cartao_credito;2;-18.1;-44.38
3;Poltrona;moveis;267,72;11,84;2022-08-16;Lucas Oliveira;MA;5.0;boleto;1;-5.42;-45.44
3;Cubo mágico 8x8;brinquedos;11,68;0,00;2022-06-13;Bruno Rodrigues;SP;5.0;cartao_credito;8;-22.19;-48.79
3;Jogo de tabuleiro;brinquedos;257,85;14,01;2022-01-07;Mariana Ferreira;PR;5.0;cartao_credito;1;-24.89;-51.55
3;Smart TV;eletronicos;2.142,21;111,65;2021-03-15;Bruno Rodrigues;SP;5.0;cartao_credito;3;-22.19;-48.79
3;Poltrona;moveis;387,79;21,18;2020-01-18;Isabella Pereira;ES;1.0;cartao_credito;5;-19.19;-40.34
3;Poltrona;moveis;350,63;16,25;2022-09-12;Mariana Ferreira;MG;4.0;cartao_credito;10;-18.1;-44.38
3;Bola de vôlei;esporte e lazer;66,96;1,15;2020-06-04;João Souza;SP;5.0;cartao_credito;2;-22.19;-48.79
3;TV Led UHD 4K;eletronicos;3.685,42;197,18;2022-05-02;Bruno Rodrigues;ES;5.0;boleto;1;-19.19;-40.34
3;Celular ABXY;eletronicos;1.662,93;88,83;2021-12-05;Bianca Santos;SP;5.0;cartao_credito;10;-22.19;-48.79
3;Iniciando em programação;livros;88,59;14,30;2022-07-15;Bruno Rodrigues;SC;1.0;cartao_credito;10;-27.45;-50.95
3;Guitarra;instrumentos musicais;1.039,36;52,93;2020-05-31;Beatriz Moraes;MG;5.0;boleto;1;-18.1;-44.38
3;Corda de pular;esporte e lazer;30,99;1,93;2020-04-30;Isabella Pereira;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Corda de pular;esporte e lazer;28,67;2,93;2021-07-09;Beatriz Moraes;MT;3.0;cartao_credito;4;-12.64;-55.42
3;Celular ABXY;eletronicos;1.490,52;83,85;2022-06-01;Felipe Santos;MG;5.0;cartao_credito;5;-18.1;-44.38
3;Fogão;eletrodomesticos;556,31;27,21;2020-03-22;Isabella Pereira;RS;5.0;cupom;1;-30.17;-53.5
3;Bateria;instrumentos musicais;988,45;50,22;2021-10-16;Camila Ribeiro;MG;3.0;cartao_credito;8;-18.1;-44.38
3;Geladeira;eletrodomesticos;2.891,26;154,23;2022-03-09;Beatriz Moraes;PR;3.0;cartao_credito;1;-24.89;-51.55
3;Cama box;moveis;479,86;23,14;2022-04-19;Larissa Alves;SC;4.0;boleto;1;-27.45;-50.95
3;Guarda roupas;moveis;693,11;34,49;2022-07-21;João Souza;MG;5.0;cartao_credito;8;-18.1;-44.38
3;Panela de pressão;utilidades domesticas;101,17;5,67;2021-01-04;Felipe Santos;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Carrinho controle remoto;brinquedos;86,98;2,22;2020-12-12;Bruno Rodrigues;MG;4.0;cartao_credito;1;-18.1;-44.38
3;Dinossauro Rex;brinquedos;21,00;1,65;2023-03-30;Mariana Ferreira;MG;5.0;cartao_credito;2;-18.1;-44.38
3;Cubo mágico 8x8;brinquedos;19,03;1,30;2020-02-27;Bianca Santos;SC;5.0;cartao_credito;2;-27.45;-50.95
3;Xadrez de madeira;brinquedos;48,50;2,87;2022-10-28;Rafael Costa;RJ;5.0;cartao_credito;4;-22.25;-42.66
3;Smart TV;eletronicos;1.966,77;105,01;2022-05-09;Rafael Costa;MT;5.0;cartao_credito;1;-12.64;-55.42
3;Mesa de jantar;moveis;244,51;13,30;2021-03-05;Felipe Santos;MG;2.0;cartao_credito;1;-18.1;-44.38
3;Smartwatch;eletronicos;186,36;10,45;2022-04-04;Rafael Costa;RJ;5.0;cartao_credito;2;-22.25;-42.66
3;Panela de pressão;utilidades domesticas;72,72;5,52;2021-05-07;Felipe Santos;SP;5.0;cartao_credito;6;-22.19;-48.79
3;Jogo de copos;utilidades domesticas;51,91;0,00;2022-12-14;Mariana Ferreira;MG;4.0;cartao_credito;6;-18.1;-44.38
3;Impressora;eletronicos;496,34;27,32;2022-03-03;Thiago Silva;PR;4.0;boleto;1;-24.89;-51.55
3;Bateria;instrumentos musicais;589,58;28,98;2021-08-08;Lucas Oliveira;RJ;5.0;cartao_credito;1;-22.25;-42.66
3;Jogo de tabuleiro;brinquedos;184,28;10,10;2022-03-11;Camila Ribeiro;BA;4.0;boleto;1;-13.29;-41.71
3;Bateria;instrumentos musicais;1.100,39;56,18;2021-12-06;Camila Ribeiro;SP;4.0;cartao_credito;4;-22.19;-48.79
3;Pandeiro;instrumentos musicais;87,76;2,26;2020-09-28;Juliana Costa;MA;4.0;cartao_credito;3;-5.42;-45.44
3;Lavadora de roupas;eletrodomesticos;1.667,28;86,36;2021-08-06;Felipe Santos;DF;3.0;cartao_credito;5;-15.83;-47.86
3;Violão;instrumentos musicais;399,90;21,58;2021-03-06;Isabella Pereira;DF;1.0;cartao_credito;1;-15.83;-47.86
3;Cubo mágico 8x8;brinquedos;20,56;0,00;2020-09-06;João Souza;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Lava louças;eletrodomesticos;1.503,83;77,66;2020-09-09;Larissa Alves;SP;5.0;cupom;1;-22.19;-48.79
3;Geladeira;eletrodomesticos;2.071,55;107,89;2020-09-03;João Souza;SP;3.0;boleto;1;-22.19;-48.79
3;Dashboards com Power BI;livros;52,80;3,50;2022-05-02;Juliana Costa;SP;4.0;boleto;1;-22.19;-48.79
3;Poltrona;moveis;341,45;15,77;2022-09-29;Pedro Gomes;PR;5.0;cartao_credito;4;-24.89;-51.55
3;Micro-ondas;eletrodomesticos;742,60;37,13;2022-02-02;Thiago Silva;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Corda de pular;esporte e lazer;30,22;0,00;2022-11-10;Juliana Costa;SP;1.0;cartao_credito;1;-22.19;-48.79
3;Pandeiro;instrumentos musicais;94,38;5,31;2021-12-25;Bianca Santos;MG;1.0;cartao_credito;2;-18.1;-44.38
3;Jogo de copos;utilidades domesticas;39,02;2,36;2022-01-14;Felipe Santos;DF;4.0;cartao_credito;1;-15.83;-47.86
3;Lava louças;eletrodomesticos;1.631,97;87,18;2020-03-26;Thiago Silva;SP;5.0;cartao_credito;3;-22.19;-48.79
3;Mesa de jantar;moveis;242,75;13,21;2022-12-04;Pedro Gomes;SP;5.0;cartao_credito;10;-22.19;-48.79
3;Cômoda;moveis;433,20;23,60;2020-11-23;Rafael Costa;SP;4.0;boleto;1;-22.19;-48.79
3;Guitarra;instrumentos musicais;812,92;40,87;2020-04-20;Bianca Santos;MG;3.0;boleto;1;-18.1;-44.38
3;Guarda roupas;moveis;682,51;36,63;2021-03-28;Felipe Santos;MA;4.0;cartao_credito;3;-5.42;-45.44
3;Cama box;moveis;855,47;43,14;2020-05-04;Felipe Santos;RS;5.0;boleto;1;-30.17;-53.5
3;Assistente virtual;eletronicos;299,83;16,85;2022-11-11;Mariana Ferreira;BA;4.0;cartao_credito;4;-13.29;-41.71
3;Xadrez de madeira;brinquedos;38,60;2,59;2020-09-01;Larissa Alves;RJ;5.0;boleto;1;-22.25;-42.66
3;Guitarra;instrumentos musicais;1.009,85;54,05;2020-07-12;Juliana Costa;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Panela de pressão;utilidades domesticas;91,49;2,46;2020-08-12;Juliana Costa;SP;5.0;cartao_credito;4;-22.19;-48.79
3;Guitarra;instrumentos musicais;1.115,85;57,00;2022-08-01;Mariana Ferreira;RJ;5.0;boleto;1;-22.25;-42.66
3;Cadeira de escritório;moveis;352,86;28,65;2020-01-27;Pedro Gomes;RS;5.0;boleto;1;-30.17;-53.5
3;Fogão;eletrodomesticos;620,95;30,65;2022-01-07;Camila Ribeiro;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Sofá retrátil;moveis;975,68;52,24;2023-01-05;Juliana Costa;MG;5.0;boleto;1;-18.1;-44.38
3;Modelagem preditiva;livros;67,63;3,88;2023-01-19;Lucas Oliveira;ES;4.0;cupom;1;-19.19;-40.34
3;Blocos de montar;brinquedos;49,96;0,00;2022-08-10;Larissa Alves;PR;4.0;boleto;1;-24.89;-51.55
3;Jogo de panelas;utilidades domesticas;258,57;11,35;2021-08-01;Bruno Rodrigues;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Bateria;instrumentos musicais;862,12;46,59;2022-07-28;Bianca Santos;SP;1.0;cartao_credito;6;-22.19;-48.79
3;Cama box;moveis;905,90;48,77;2022-11-04;Felipe Santos;GO;5.0;cartao_credito;1;-15.98;-49.86
3;Kit banquetas;moveis;436,24;20,81;2020-10-23;Thiago Silva;PI;5.0;boleto;1;-6.6;-42.28
3;Tablet ABXY;eletronicos;1.307,00;81,24;2020-08-01;Pedro Gomes;SP;2.0;cartao_credito;1;-22.19;-48.79
3;Guarda roupas;moveis;664,50;32,97;2022-09-02;Isabella Pereira;CE;1.0;cartao_credito;6;-5.2;-39.53
3;Dinossauro Rex;brinquedos;20,67;1,63;2022-05-25;Beatriz Moraes;PE;5.0;boleto;1;-8.38;-37.86
3;Panela de pressão;utilidades domesticas;127,59;7,48;2022-04-23;João Souza;PR;5.0;cartao_credito;4;-24.89;-51.55
3;Fogão;eletrodomesticos;684,07;34,01;2020-05-24;Bianca Santos;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Mochila;esporte e lazer;121,01;8,10;2021-01-04;Juliana Costa;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Cubo mágico 8x8;brinquedos;12,22;0,00;2021-11-24;Camila Ribeiro;SP;3.0;cartao_credito;1;-22.19;-48.79
3;Geladeira;eletrodomesticos;2.932,91;153,75;2022-03-14;Felipe Santos;MG;5.0;cartao_credito;8;-18.1;-44.38
3;Fone de ouvido;eletronicos;137,17;8,19;2020-09-14;João Souza;CE;5.0;cartao_credito;5;-5.2;-39.53
3;Lava louças;eletrodomesticos;1.857,82;96,51;2022-10-25;Beatriz Moraes;PR;4.0;boleto;1;-24.89;-51.55
3;Boneca bebê;brinquedos;66,12;1,11;2021-06-02;Pedro Gomes;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Violão;instrumentos musicais;446,53;24,72;2021-10-09;João Souza;BA;3.0;cartao_credito;4;-13.29;-41.71
3;Guarda roupas;moveis;690,53;37,66;2020-10-15;Camila Ribeiro;SP;5.0;cartao_credito;10;-22.19;-48.79
3;Blocos de montar;brinquedos;43,68;0,00;2021-05-15;Larissa Alves;SP;5.0;cupom;1;-22.19;-48.79
3;Lavadora de roupas;eletrodomesticos;1.863,12;96,79;2022-12-25;Juliana Costa;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Cubo mágico 8x8;brinquedos;22,98;0,00;2020-11-13;João Souza;PE;4.0;cartao_credito;2;-8.38;-37.86
3;Guarda roupas;moveis;688,44;45,75;2022-08-10;João Souza;RJ;5.0;cartao_credito;3;-22.25;-42.66
3;Cama box;moveis;893,07;45,14;2020-04-30;Camila Ribeiro;SP;5.0;cupom;1;-22.19;-48.79
3;Headset;eletronicos;182,50;7,30;2023-03-03;Mariana Ferreira;RJ;1.0;cartao_credito;5;-22.25;-42.66
3;Cama box;moveis;861,10;47,50;2021-11-28;Bianca Santos;MG;3.0;cartao_credito;1;-18.1;-44.38
3;Bola de basquete;esporte e lazer;98,29;2,82;2022-12-19;Thiago Silva;PR;1.0;cartao_credito;2;-24.89;-51.55
3;Corda de pular;esporte e lazer;16,85;1,18;2020-10-11;Camila Ribeiro;MG;5.0;cartao_credito;2;-18.1;-44.38
3;Guarda roupas;moveis;669,85;36,19;2020-12-08;Isabella Pereira;SP;5.0;cartao_credito;8;-22.19;-48.79
3;Boneca bebê;brinquedos;78,16;5,05;2020-07-07;Felipe Santos;PR;5.0;cartao_credito;1;-24.89;-51.55
3;Fone de ouvido;eletronicos;57,74;9,45;2022-12-12;Rafael Costa;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Bola de basquete;esporte e lazer;60,68;4,12;2020-07-10;Camila Ribeiro;RJ;4.0;cartao_credito;1;-22.25;-42.66
3;Dashboards com Power BI;livros;39,78;2,65;2021-11-03;Thiago Silva;MG;5.0;cartao_credito;2;-18.1;-44.38
3;Bola de basquete;esporte e lazer;82,56;4,68;2022-09-30;Pedro Gomes;RJ;5.0;cartao_credito;1;-22.25;-42.66
3;Headset;eletronicos;102,15;5,72;2021-09-21;Isabella Pereira;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Pandeiro;instrumentos musicais;90,24;2,39;2022-03-20;Lucas Oliveira;RJ;5.0;cartao_credito;1;-22.25;-42.66
3;Copo térmico;esporte e lazer;51,53;0,00;2020-04-11;Bruno Rodrigues;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Faqueiro;utilidades domesticas;52,90;7,30;2021-01-13;Bianca Santos;RJ;2.0;cartao_credito;1;-22.25;-42.66
3;Panela de pressão;utilidades domesticas;115,95;6,46;2022-01-31;Camila Ribeiro;PR;5.0;cartao_credito;4;-24.89;-51.55
3;Boneca bebê;brinquedos;57,86;0,00;2021-04-20;Camila Ribeiro;ES;4.0;cartao_credito;7;-19.19;-40.34
3;Fone de ouvido;eletronicos;186,10;10,60;2023-01-17;Larissa Alves;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Jogo de panelas;utilidades domesticas;272,92;15,06;2022-07-03;Larissa Alves;SP;5.0;cartao_credito;3;-22.19;-48.79
3;Smart TV;eletronicos;1.700,63;88,14;2020-06-12;Felipe Santos;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Secadora de roupas;eletrodomesticos;1.658,58;85,90;2020-04-06;Felipe Santos;MG;5.0;cartao_credito;5;-18.1;-44.38
3;Geladeira;eletrodomesticos;2.750,41;144,04;2021-11-19;Thiago Silva;PR;5.0;cartao_credito;1;-24.89;-51.55
3;Lava louças;eletrodomesticos;1.635,20;94,87;2022-06-06;Beatriz Moraes;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Corda de pular;esporte e lazer;28,07;1,78;2022-12-23;Mariana Ferreira;SP;5.0;cupom;1;-22.19;-48.79
3;Jogo de copos;utilidades domesticas;37,04;2,26;2021-08-24;Isabella Pereira;RJ;1.0;cartao_credito;2;-22.25;-42.66
3;Panela de pressão;utilidades domesticas;91,21;2,44;2020-04-29;Mariana Ferreira;RJ;3.0;cartao_debito;1;-22.25;-42.66
3;Celular Plus X42;eletronicos;2.596,15;139,13;2020-01-10;Bianca Santos;RJ;5.0;cartao_credito;3;-22.25;-42.66
3;Xadrez de madeira;brinquedos;33,07;2,29;2022-11-01;Lucas Oliveira;PE;1.0;cartao_credito;1;-8.38;-37.86
3;Cubo mágico 8x8;brinquedos;24,88;0,00;2022-04-28;João Souza;SP;4.0;cartao_credito;3;-22.19;-48.79
3;Ciência de dados com python;livros;67,91;1,20;2021-10-30;Lucas Oliveira;SP;1.0;cartao_credito;3;-22.19;-48.79
3;Fone de ouvido;eletronicos;85,32;2,13;2022-11-29;Isabella Pereira;SP;5.0;cartao_credito;5;-22.19;-48.79
3;Kit banquetas;moveis;417,16;22,50;2022-05-15;Beatriz Moraes;RJ;5.0;cartao_credito;3;-22.25;-42.66
3;Guitarra;instrumentos musicais;1.153,98;59,03;2021-04-14;Thiago Silva;RJ;3.0;cartao_credito;10;-22.25;-42.66
3;Jogo de tabuleiro;brinquedos;213,84;8,97;2021-11-10;João Souza;MG;4.0;cartao_credito;6;-18.1;-44.38
3;Bola de vôlei;esporte e lazer;78,54;1,77;2022-05-26;Rafael Costa;SP;5.0;cartao_credito;3;-22.19;-48.79
3;Bola de basquete;esporte e lazer;30,66;2,32;2022-12-15;Bianca Santos;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Bola de vôlei;esporte e lazer;60,74;3,52;2021-03-20;Lucas Oliveira;SP;3.0;cartao_credito;2;-22.19;-48.79
3;Cômoda;moveis;443,76;21,21;2020-11-12;Pedro Gomes;RS;5.0;cartao_credito;6;-30.17;-53.5
3;Jogo de panelas;utilidades domesticas;134,87;4,77;2020-04-28;Larissa Alves;BA;5.0;cartao_credito;4;-13.29;-41.71
3;Celular Plus X42;eletronicos;3.178,50;169,53;2021-12-25;Lucas Oliveira;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Mesa de jantar;moveis;325,63;18,28;2021-09-03;Felipe Santos;SC;5.0;cartao_credito;4;-27.45;-50.95
3;Pandeiro;instrumentos musicais;56,30;0,00;2022-10-09;Thiago Silva;SP;1.0;cartao_credito;4;-22.19;-48.79
3;Cama king;moveis;833,62;41,97;2021-09-22;Pedro Gomes;MG;5.0;cartao_credito;10;-18.1;-44.38
3;Smart TV;eletronicos;2.327,65;121,52;2023-02-04;Bruno Rodrigues;SP;5.0;cartao_credito;2;-22.19;-48.79
3;Cubo mágico 8x8;brinquedos;15,90;0,00;2022-07-22;Isabella Pereira;MT;5.0;cartao_credito;1;-12.64;-55.42
3;Celular ABXY;eletronicos;1.317,47;70,43;2022-02-27;Lucas Oliveira;CE;4.0;cartao_credito;4;-5.2;-39.53
3;Guarda roupas;moveis;691,27;34,39;2020-05-22;Isabella Pereira;SP;4.0;cartao_credito;6;-22.19;-48.79
3;Guitarra;instrumentos musicais;932,36;56,02;2021-04-12;Pedro Gomes;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Fone de ouvido;eletronicos;149,50;8,49;2022-07-18;João Souza;MG;1.0;cartao_credito;3;-18.1;-44.38
3;Micro-ondas;eletrodomesticos;560,45;31,50;2022-10-05;Bruno Rodrigues;SP;4.0;cartao_credito;1;-22.19;-48.79
3;Bateria;instrumentos musicais;654,53;35,13;2022-04-21;Bianca Santos;TO;4.0;cartao_credito;1;-9.46;-48.26
3;Bicicleta;esporte e lazer;862,47;43,51;2023-03-18;Bianca Santos;SP;5.0;boleto;1;-22.19;-48.79
3;Cubo mágico 8x8;brinquedos;24,01;2,17;2022-05-27;Isabella Pereira;TO;3.0;cartao_credito;10;-9.46;-48.26
3;Jogo de tabuleiro;brinquedos;223,71;9,50;2021-04-28;Felipe Santos;SP;5.0;boleto;1;-22.19;-48.79
3;Iniciando em programação;livros;66,74;1,14;2020-10-28;Thiago Silva;PA;3.0;cartao_credito;1;-3.79;-52.48
3;Tablet ABXY;eletronicos;2.148,35;114,68;2020-04-19;Bianca Santos;RJ;1.0;cartao_credito;3;-22.25;-42.66
3;Ciência de dados com python;livros;80,93;1,89;2020-07-31;Bianca Santos;RJ;3.0;boleto;1;-22.25;-42.66
3;Sofá retrátil;moveis;880,58;44,47;2023-02-26;Thiago Silva;SP;5.0;cartao_credito;1;-22.19;-48.79
3;Boneca bebê;brinquedos;60,04;0,00;2022-11-27;Rafael Costa;SP;1.0;cartao_credito;5;-22.19;-48.79
